timestamp,alert_type,severity,description,source_ip,dest_ip,details
2026-01-14T11:18:01.180408,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.018250226974487, 'beacon_count': 3, 'expected_interval': 5}"
2026-01-14T11:18:31.182862,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017796039581299, 'beacon_count': 7, 'expected_interval': 5}"
2026-01-14T11:18:36.200893,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017763535181682, 'beacon_count': 8, 'expected_interval': 5}"
2026-01-14T11:19:01.185498,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.98323917388916, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:19:06.203271,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.982603073120117, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:19:11.223635,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.018315553665161, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:19:36.207196,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983682791392009, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:19:41.224787,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983718474706014, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:19:46.242611,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017683664957683, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:19:51.260163,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017655611038208, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:19:56.277021,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017411390940349, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:20:01.307977,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.021788597106934, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:20:06.312928,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017588456471761, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:11.330265,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.01774787902832, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:16.260529,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.98418394724528, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:20:21.266469,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.984513600667317, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:26.280210,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983314911524455, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:31.298754,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.012741804122925, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:36.316377,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.016635894775391, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:41.333293,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017694393793742, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:46.350791,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017345428466797, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:20:51.266124,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983249187469482, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:21:16.367949,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.02032732963562, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:21:21.372367,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017981608708699, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:21:46.358154,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017334620157878, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:21:51.375941,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017844359079997, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:22:16.362350,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983810742696126, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:22:21.380871,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983839909235637, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:22:26.396867,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.01496164004008, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:22:51.399512,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.989221175511678, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:22:56.399518,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983324845631917, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:23:21.487806,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017533381779988, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:23:26.405330,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.984202226003011, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:23:31.426980,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.985603888829549, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:23:56.509596,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.016607761383057, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:24:01.525781,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017144521077474, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:24:06.441426,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983450094858806, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:24:11.458736,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983046770095825, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:24:16.476965,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983728011449178, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:24:21.494461,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017678340276082, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:24:26.512160,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.0178078810373945, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:24:31.540278,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.021104256312053, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:24:36.547522,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017687241236369, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:24:41.462300,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.98337984085083, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:24:46.480445,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.980055491129558, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:24:51.498489,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.9836554527282715, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:24:56.514555,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017418464024861, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:25:01.534680,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.0180784066518145, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:25:06.553844,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.018451929092407, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:26:56.632649,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.984239339828491, 'beacon_count': 8, 'expected_interval': 5}"
2026-01-14T11:27:01.649519,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017806529998779, 'beacon_count': 8, 'expected_interval': 5}"
2026-01-14T11:27:31.652038,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983291546503703, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:27:36.669185,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017503976821899, 'beacon_count': 8, 'expected_interval': 5}"
2026-01-14T11:27:41.687249,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017477989196777, 'beacon_count': 8, 'expected_interval': 5}"
2026-01-14T11:27:46.704643,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017535289128621, 'beacon_count': 8, 'expected_interval': 5}"
2026-01-14T11:28:11.693532,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.0185627937316895, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:28:16.712169,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.016225894292195, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:28:41.694843,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.982242902119954, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:28:46.711978,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~4.9s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.9325480461120605, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:28:51.729113,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017724275588989, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:28:56.746072,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.01707649230957, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:29:01.765415,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017812252044678, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:29:06.783311,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.0180660883585615, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:29:11.712731,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.98888635635376, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:29:16.714438,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983007748921712, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:29:21.732978,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983222325642903, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:29:46.822087,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.018036762873332, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:29:52.028809,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.1s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.081044673919678, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:30:16.825660,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.01332966486613, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:30:21.841366,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017496109008789, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:30:26.858796,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017398198445638, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:30:51.846417,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.01799750328064, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:30:56.862077,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017370144526164, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:31:01.880617,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017879883448283, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:31:06.897430,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017004330952962, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:31:11.813321,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983748038609822, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:16.830563,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983315388361613, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:21.847949,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983506361643474, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:26.865222,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017300287882487, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:31.884856,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.018097718556722, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:36.900824,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017624934514363, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:41.937964,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.024247248967488, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:46.936414,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017186085383098, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:31:51.850823,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983333190282186, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:31:56.879751,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.980595668156941, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:32:01.886737,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.9834410349528, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:32:06.903683,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.0176200071970625, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:32:11.927312,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.015853722890218, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:32:16.939297,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017519950866699, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:32:21.958144,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.018153667449951, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:32:26.974712,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.0157999992370605, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:32:31.993198,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017966906229655, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:32:56.978101,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983273506164551, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:33:01.995190,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017376661300659, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:33:26.981519,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983670155207316, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:33:31.999491,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017848412195842, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:33:56.985189,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983703851699829, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:34:02.002900,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983735084533691, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:34:27.090726,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.016978025436401, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:34:32.132251,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.025712172190349, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:34:37.026007,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.9845015207926435, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:34:42.041585,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983619689941406, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:34:47.058866,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.975538412729899, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:34:52.083723,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.019238551457723, 'beacon_count': 9, 'expected_interval': 5}"
2026-01-14T11:34:57.093354,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.017256339391072, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:35:02.117494,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.019542773564656, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:35:07.128937,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 5.015071153640747, 'beacon_count': 10, 'expected_interval': 5}"
2026-01-14T11:35:12.043287,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.983310699462891, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:35:17.061623,C2 Beaconing,HIGH,Consistent beaconing pattern detected: ~5.0s intervals,192.168.31.66,255.255.255.255,"{'interval_seconds': 4.98137625058492, 'beacon_count': 11, 'expected_interval': 5}"
2026-01-14T11:41:04.841349,Port Scan,MEDIUM,Port scan detected: 10 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 10, 'ports': [68, 49858, 51292, 53884, 55089, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:04.843676,Port Scan,MEDIUM,Port scan detected: 11 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 11, 'ports': [68, 49858, 51292, 51867, 53884, 55089, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.138973,Port Scan,MEDIUM,Port scan detected: 11 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 11, 'ports': [68, 49858, 51292, 51867, 53884, 55089, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.386611,Port Scan,MEDIUM,Port scan detected: 12 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 12, 'ports': [68, 49858, 51292, 51867, 53884, 55089, 55629, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.702334,Port Scan,MEDIUM,Port scan detected: 13 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 13, 'ports': [68, 49858, 51292, 51867, 53884, 54684, 55089, 55629, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.707246,Port Scan,MEDIUM,Port scan detected: 14 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 14, 'ports': [68, 49858, 51292, 51867, 53884, 54684, 54787, 55089, 55629, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.812128,Port Scan,MEDIUM,Port scan detected: 15 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 15, 'ports': [68, 49858, 51292, 51867, 52102, 53884, 54684, 54787, 55089, 55629, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.813710,Port Scan,MEDIUM,Port scan detected: 16 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 16, 'ports': [68, 49858, 51292, 51867, 52102, 53884, 54684, 54787, 55089, 55629, 60292, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.815727,Port Scan,MEDIUM,Port scan detected: 17 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 17, 'ports': [68, 49858, 51292, 51867, 52102, 53884, 54684, 54787, 55089, 55629, 58206, 60292, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:05.817433,Port Scan,MEDIUM,Port scan detected: 18 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 18, 'ports': [68, 49858, 51292, 51867, 52102, 53884, 53957, 54684, 54787, 55089, 55629, 58206, 60292, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
2026-01-14T11:41:06.440145,Port Scan,MEDIUM,Port scan detected: 18 ports accessed,192.168.31.1,192.168.31.79,"{'ports_scanned': 18, 'ports': [68, 49858, 51292, 51867, 52102, 53884, 53957, 54684, 54787, 55089, 55629, 58206, 60292, 61195, 63384, 64041, 64698, 65118], 'window_seconds': 10}"
